path,blob_sha,lot_proprietaire,methodes,analyses_applicables,raison_exclusion
reviews/B-02c-civ/pack.md,d137727b24d22fa0a084aefed58fd6b30bc46631,L10,SCRIPT,tally|integrite-sceau,
reviews/B-02d-civ/Gemini-3.1-Pro.verdict.json,a9f55e01dab469c6a33c05759e7037b463ebaed1,L10,SCRIPT,tally|integrite-sceau,
reviews/B-02d-civ/Grok-4.5.verdict.json,4ecfa10a18c2aef8b2c968a5d92a4b600af3d070,L10,SCRIPT,tally|integrite-sceau,
reviews/B-02d-civ/Qwen3.7-Max.verdict.json,c8f23db885873690cd88cf58375d99c8239c5b77,L10,SCRIPT,tally|integrite-sceau,
reviews/B-02d-civ/pack.md,e833174b1b0386f984d868f9348be5d3a0f73607,L10,SCRIPT,tally|integrite-sceau,
reviews/B-02e-civ/Gemini-3.1-Pro.verdict.json,0a8dbbaf90b73289590978a8ef2327b1f4c37471,L10,SCRIPT,tally|integrite-sceau,
reviews/B-02e-civ/Grok-4.5.verdict.json,32b28928a454d3ed31627d51ecd58c3799025ce4,L10,SCRIPT,tally|integrite-sceau,
reviews/B-02e-civ/Qwen3.7-Max.verdict.json,0319a88da288a82d2d557bed1f114b34ccced615,L10,SCRIPT,tally|integrite-sceau,
reviews/B-02e-civ/pack.md,74e5c2e0ce5cdf85292480342a1d6cf6c41db5b3,L10,SCRIPT,tally|integrite-sceau,
reviews/B-02f-civ/Gemini-3.1-Pro.verdict.json,035c8d879e29605826a7e58c1f7eccad8dc37f17,L10,SCRIPT,tally|integrite-sceau,
reviews/B-02f-civ/Grok-4.5.verdict.json,ea609da461ef7da53a6580a2b995a6e50acdf3b9,L10,SCRIPT,tally|integrite-sceau,
reviews/B-02f-civ/Qwen3.7-Max.verdict.json,58414eca754cb8e98dcaacbf98fd8005fec20ee1,L10,SCRIPT,tally|integrite-sceau,
reviews/B-02f-civ/pack.md,b31f48e58ca85eea76cc455ba53a4debfb1f6eeb,L10,SCRIPT,tally|integrite-sceau,
reviews/B-08-civ/DeepSeek-V4-Pro.verdict.json,7ba555b05d798d02fc9e15b80915686242999dad,L10,SCRIPT,tally|integrite-sceau,
reviews/B-08-civ/Gemini-3.1-Pro.verdict.json,ee1937f231400c76053bb7cdfe0663eccf138926,L10,SCRIPT,tally|integrite-sceau,
reviews/B-08-civ/Qwen3.7-Max.verdict.json,127025db775e6a0a58ff6323837d548d6dc2cf63,L10,SCRIPT,tally|integrite-sceau,
reviews/B-09-civ/DeepSeek-V4-Pro.verdict.json,8971a29f26d40098757b6530f3e7401b47c341ae,L10,SCRIPT,tally|integrite-sceau,
reviews/B-09-civ/Gemini-3.1-Pro.verdict.json,6c2586b6ad10677d600851ba05d312b4a8f2bd88,L10,SCRIPT,tally|integrite-sceau,
reviews/B-09-civ/LongCat-2.0.verdict.json,c44d7610dd63364f443e44fca21817a6139964f6,L10,SCRIPT,tally|integrite-sceau,
reviews/B-10-civ/DeepSeek-V4-Pro.verdict.json,f18618b8b6273afccfad81e242210eb2a9ab6201,L10,SCRIPT,tally|integrite-sceau,
reviews/B-10-civ/Gemini-3.1-Pro.verdict.json,8dad9a69af09d1a57ad79ea69bb97fcd4e74f0e6,L10,SCRIPT,tally|integrite-sceau,
reviews/B-10-civ/LongCat-2.0.verdict.json,48294c7fcbb5851faa4dd011f2c746bf44c1a0e8,L10,SCRIPT,tally|integrite-sceau,
reviews/B-11-civ/DeepSeek-V4-Pro.verdict.json,7e7d096669c6fa6e73ee8db72d3fc82c509f1c4d,L10,SCRIPT,tally|integrite-sceau,
reviews/B-11-civ/Gemini-3.1-Pro.verdict.json,dd7792ae65e077412b34dc41ed1ab62f5e1d9eca,L10,SCRIPT,tally|integrite-sceau,
reviews/B-11-civ/Qwen3.7-Max.verdict.json,c470e64620683cee02e91ab51f906f46ff708ddc,L10,SCRIPT,tally|integrite-sceau,
reviews/B-12-civ/DeepSeek-V4-Pro.verdict.json,4e0a5a9c0be5883c0ec6941c9d47d7e01eb0e4bc,L10,SCRIPT,tally|integrite-sceau,
reviews/B-12-civ/Gemini-3.1-Pro.verdict.json,ffd8992d0f1d85c29870432d6d13f15b1be3432f,L10,SCRIPT,tally|integrite-sceau,
reviews/B-12-civ/Qwen3.7-Max.verdict.json,2b61408f36404ea565bf023afd0cb2a15a20e10b,L10,SCRIPT,tally|integrite-sceau,
reviews/B-20-civ/DeepSeek-V4-Pro.verdict.json,ae74cc0d63139343ffdaaac2d01d00832a7ead1c,L10,SCRIPT,tally|integrite-sceau,
reviews/B-20-civ/Gemini-3.1-Pro.verdict.json,b2c922d64ee2e2657a6d040323b595070e2296a6,L10,SCRIPT,tally|integrite-sceau,
reviews/B-20-civ/LongCat-2.0.verdict.json,0318cc30a431797e9b1ca4fd3e26668cd47b2331,L10,SCRIPT,tally|integrite-sceau,
reviews/B-20a/DeepSeek-V4-Pro.verdict.json,71ea9c34b70ea8d7c78224a4f65b122d100f20e0,L10,SCRIPT,tally|integrite-sceau,
reviews/B-20a/Gemini-3.1-Pro.verdict.json,4c5ab32d58ec7172b70f48adc0f7efea4fc79973,L10,SCRIPT,tally|integrite-sceau,
reviews/B-20a/Grok-4.5.verdict.json,3e265238f362d568c2efc4417841dee56754fdae,L10,SCRIPT,tally|integrite-sceau,
reviews/B-20a/pack.md,b50e11ad6b22bbc5fc8b3dc4624f3cfba079dc9a,L10,SCRIPT,tally|integrite-sceau,
reviews/B-20b/DeepSeek-V4-Pro.verdict.json,f4f80400d532c3095cdc931e43b611cfa302fbf5,L10,SCRIPT,tally|integrite-sceau,
reviews/B-20b/Gemini-3.1-Pro-OR.verdict.json,709caef37e3a50312352882c7161e2aeb06fd2dc,L10,SCRIPT,tally|integrite-sceau,
reviews/B-20b/Grok-4.5.verdict.json,748686979060088eff0e94c63fe8b015312b972c,L10,SCRIPT,tally|integrite-sceau,
reviews/B-23-round1-reject/DeepSeek-V4-Pro.verdict.json,52b055b1674c80c27d69815e676452e807543f99,L10,SCRIPT,tally|integrite-sceau,
reviews/B-23-round1-reject/Gemini-3.1-Pro.verdict.json,97c4e2aee707f52cb2bff596506b092b5e823561,L10,SCRIPT,tally|integrite-sceau,
reviews/B-23-round1-reject/Qwen3.8-Max.verdict.json,d952e64e7863c9cb1fdbc4ad7bd837be9a2cf087,L10,SCRIPT,tally|integrite-sceau,
reviews/B-23-round2-reject/DeepSeek-V4-Pro.verdict.json,cca1452ae2479ae3145909838f6fecf3fe95ad6e,L10,SCRIPT,tally|integrite-sceau,
reviews/B-23-round2-reject/Gemini-3.1-Pro.verdict.json,2f68bf2d063627e69a8f6a43e0aa56da8018a568,L10,SCRIPT,tally|integrite-sceau,
reviews/B-23-round2-reject/Qwen3.8-Max.verdict.json,e656d264d6074ebc599860cb50c7408c36cb8081,L10,SCRIPT,tally|integrite-sceau,
reviews/B-23-round3-approve/DeepSeek-V4-Pro.verdict.json,65a119f7cbde90db5ccd1b13997304e25ee8b9cc,L10,SCRIPT,tally|integrite-sceau,
reviews/B-23-round3-approve/Gemini-3.1-Pro.verdict.json,599d51747a2417e3477b8bf366170d765d958cc7,L10,SCRIPT,tally|integrite-sceau,
reviews/B-23-round3-approve/Qwen3.8-Max.verdict.json,ac2942dc73b18224c663a7a614ab1b5d08025ed2,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24a/DeepSeek-V4-Pro.verdict.json,2527ce02141f744f04bae6f8d9aeab77a3ebf89f,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24a/Gemini-3.1-Pro.verdict.json,c28397b45519618ad4626b0b2cffbbf543777484,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24a/Grok-4.5.verdict.json,9964f700ae550f54cf05b2a71809be727575a8e1,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24a/pack.md,da97db120f6571dd7b452bd5d5198a0dd1ab1618,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24b-t2/DeepSeek-V4-Pro.verdict.json,6b8a1d408b855b8a3d09e47e56037ba7ef7c5fb0,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24b-t2/Gemini-3.1-Pro.verdict.json,c3b918d184a62b0f07c4c715fba77a3036d134d1,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24b-t2/Grok-4.5.verdict.json,db5f1230a18a6c5e3af8efaf396e5b77526c3f8e,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24b-t2/pack.md,f29f8d207444011abc6741d9ea2fabb8e07e4546,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24b/DeepSeek-V4-Pro.verdict.json,bb137f2650c15b27684e3e36d8ac8a96f86e00dd,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24b/Gemini-3.1-Pro.verdict.json,8e05b5dcd361562319a302264128a1dcec8fef9f,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24b/Grok-4.5.verdict.json,029108a5310ba5562e5b2735404fe395ddd3e73f,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24b/pack.md,67876bfe98e229256539c76373c16a1e695238af,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24cd-cloture/MiMo-Pro-V2.verdict.json,0e82b78e192d05b70d4773b3934d2c99d9c9e9d8,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24cd-cloture/Nemotron-3-Ultra.verdict.json,b309895f8beddf97a941aec9b8df1340e2195ba6,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24cd-cloture/Qwen3.7-Max.verdict.json,eabbdfe6c356a1365b8f46dc6993c6e460cb0969,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24cd-cloture/pack.md,fab236f0fd6144659b5b81c54c2bdef9f63b3f9e,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24cd-cloture2/MiMo-Pro-V2.verdict.json,d79e27df1075930491411d90c4d8f4a68be142b9,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24cd-cloture2/Nemotron-3-Ultra.verdict.json,9b5eb3cd4b4f7418d10e54e63f749dd1ce966a12,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24cd-cloture2/Qwen3.7-Max.verdict.json,eaec7b6067e7661547fb2bbbc1f34f26ebef4493,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24cd-cloture2/pack.md,f223ea4ae3ccd3c8108fc9edf5bde615a8c471d6,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24cd-final/DeepSeek-V4-Pro.verdict.json,5aad44df54f8d13c3c4452903eb86acdc4958189,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24cd-final/Gemini-3.1-Pro-OR.verdict.json,cb48624b0bd9b777db2b8e2107794eedd3533649,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24cd-final/pack.md,93b41cca1073c286f5bb9e7f415f18e8f34ecb06,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24cd-t2/pack.md,fb6915a7e1fd7232e92a46fa4737be39a7db73b5,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24cd/DeepSeek-V4-Pro.verdict.json,1becae1508e019bdf9cdafa56a3e89b65b90ce0f,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24cd/Gemini-3.1-Pro.verdict.json,a01fe11d0ad8cc17642652eb35ce8d2401636212,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24cd/Grok-4.5.verdict.json,20e27027b71f7fe97e0dee1ae0be65a432482a4c,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24cd/pack.md,528232515926e994b1d4e0a520734c4027c6eb61,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24e/DeepSeek-V4-Pro.verdict.json,f96e22316bd0f95a3cf7263375cbf8552670c83d,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24e/Gemini-3.1-Pro-OR.verdict.json,728499b8782cf31962888381e090b7d626db4da3,L10,SCRIPT,tally|integrite-sceau,
reviews/B-24e/Grok-4.5.verdict.json,a3dcb6642e71ef0ded6d6a0646e319f524d25aeb,L10,SCRIPT,tally|integrite-sceau,
reviews/BC-models-civ/DeepSeek-V4-Pro.verdict.json,e7cab8b7d38cb09c0809a4aebe3d6292c132c57e,L10,SCRIPT,tally|integrite-sceau,
reviews/BC-models-civ/Gemini-3.1-Pro.verdict.json,4d40ddd5b5a9ea9631a7d25c619a7991c13cbf5e,L10,SCRIPT,tally|integrite-sceau,
reviews/BC-models-civ/Qwen3.7-Max.verdict.json,e1214efb6425614a4a4276d6abc477d2da2308e8,L10,SCRIPT,tally|integrite-sceau,
reviews/BINDING.txt,1103193453e7e506ca0b94978a167b10b21b0fca,L10,SCRIPT,tally|integrite-sceau,
reviews/CAP-033A/DeepSeek-V4-Pro.verdict.json,ecc348905544309d6271c664175810cb6c652269,L10,SCRIPT,tally|integrite-sceau,
reviews/CAP-033A/LongCat-2.0.verdict.json,f88fb37849e47212d5a1c39bfe95e0f204007ab6,L10,SCRIPT,tally|integrite-sceau,
reviews/CAP-033A/Qwen3.7-Max.verdict.json,ad2aa0c2b6d738dc71a4e45347a45bbd5a35bb55,L10,SCRIPT,tally|integrite-sceau,
reviews/CLI-013/Grok-4.5.verdict.json,06bf837feadc03f6f822b6e0e1ecbf8d79617cb4,L10,SCRIPT,tally|integrite-sceau,
reviews/CLI-013/MiMo-Pro-V2.verdict.json,988630893061f06972fcb6162e305359ce394388,L10,SCRIPT,tally|integrite-sceau,
reviews/CLI-013/Qwen3.7-Max.verdict.json,852d31453d41eed49b4ca4958b6f8cf52dbcfbe1,L10,SCRIPT,tally|integrite-sceau,
reviews/CLI-036/Grok-4.5.verdict.json,171a00028273a82b39fc967cbe51db0e25788035,L10,SCRIPT,tally|integrite-sceau,
reviews/CLI-036/MiMo-Pro-V2.verdict.json,b8a877db9060d828ac89960330625260952e3d34,L10,SCRIPT,tally|integrite-sceau,
reviews/CLI-036/Qwen3.7-Max.verdict.json,05955f3521f8fa6dfc0455864196d0434cbf27a1,L10,SCRIPT,tally|integrite-sceau,
reviews/COMPOSE-025/DeepSeek-V4-Pro.verdict.json,4cb89fad828e80a5af785d529756b1d49ad8275e,L10,SCRIPT,tally|integrite-sceau,
reviews/COMPOSE-025/GREEN-focused.txt,2383d833dacca097940fd54fd98913dd34eec467,L10,SCRIPT,tally|integrite-sceau,
reviews/COMPOSE-025/Gemini-3.1-Pro.verdict.json,b14f4fa14f8da05b6149b0b0747a94006be29927,L10,SCRIPT,tally|integrite-sceau,
reviews/COMPOSE-025/Qwen3.6-40B.verdict.json,5c9113de4cbfe14e5dabbe372a93bc91fabdc134,L10,SCRIPT,tally|integrite-sceau,
reviews/COMPOSE-025/RED-reproduction.txt,8b26be5cbf74691f9f874689c4a5ad841e815865,L10,SCRIPT,tally|integrite-sceau,
reviews/COMPOSE-025/REVIEW-PACK.md,a737fe09f50630d4992abe69de0b81618ac55bb3,L10,SCRIPT,tally|integrite-sceau,
reviews/COMPOSE-025/ROLLBACK.txt,24322235d598f68ac20f31f55016eaab2a8ad77a,L10,SCRIPT,tally|integrite-sceau,
reviews/COMPOSE-025/docker-compose-config.out,4c9fabc74296f8f083b528228665b10d4d7ffb2a,L10,SCRIPT,tally|integrite-sceau,
reviews/COMPOSE-025/rendered-sample.yaml,ea3b3fa8da879799f018b4a06f5db6a99f30efc5,L10,SCRIPT,tally|integrite-sceau,
reviews/D1/Grok-4.5.verdict.json,fea47ed44d08e0ca60d6cf6b22f9426e0cbca17b,L10,SCRIPT,tally|integrite-sceau,
reviews/D1/MiMo-Pro-V2.verdict.json,8337386a03a859cc5f2833a27e84de1fad705d07,L10,SCRIPT,tally|integrite-sceau,
reviews/D1/Qwen3.7-Max.verdict.json,b24f2a3094a0590c5be2d02b6936f4d08655badd,L10,SCRIPT,tally|integrite-sceau,
reviews/D2/evidence/ADR.md,ad168175882b72b9444508a6b0c0bafdbe6e9ecc,L10,SCRIPT,tally|integrite-sceau,
reviews/D2/evidence/GREEN.txt,1935d7ecf32341b00d778bf70c80a03ba8d3e832,L10,SCRIPT,tally|integrite-sceau,
reviews/D2/evidence/RED.txt,ff67f8b22112126c1d72769e155a652dcf82f5ba,L10,SCRIPT,tally|integrite-sceau,
reviews/D2/verdicts/DeepSeek-V4-Pro.verdict.json,123f0dcea5fc33a53a3a434649726b7db3431007,L10,SCRIPT,tally|integrite-sceau,
reviews/D2/verdicts/Gemini-3.1-Pro.verdict.json,34384a7fffa6c7dcf7911176aa0d445722d7648e,L10,SCRIPT,tally|integrite-sceau,
reviews/D2/verdicts/Grok-4.5.verdict.json,dc4e4de0d16dc01db49f6e59e3066dcf390937fa,L10,SCRIPT,tally|integrite-sceau,
reviews/D3/evidence/GREEN.txt,3ed1595158b4b735dd1b52dc2b95bb1654068e74,L10,SCRIPT,tally|integrite-sceau,
reviews/D3/evidence/RED.txt,1c51a423a2f89345f668b789c6d69c8cd97fe6f0,L10,SCRIPT,tally|integrite-sceau,
reviews/D3/verdicts/DeepSeek-V4-Pro.verdict.json,2f715d8926ba1231e63d3a4d6c4e41da965bf5d2,L10,SCRIPT,tally|integrite-sceau,
reviews/D3/verdicts/Gemini-3.1-Pro.verdict.json,ff64a60bb594c2f05c57b0734fb39bcec9bcfc4f,L10,SCRIPT,tally|integrite-sceau,
reviews/D3/verdicts/Grok-4.5.verdict.json,2f4f3c8c16b28b2dae4d179eb958313d6b9ef140,L10,SCRIPT,tally|integrite-sceau,
reviews/D4-delta/DeepSeek-V4-Pro.verdict.json,78bd972bfd58bb2bd6c941365f73eff2e2cc41d4,L10,SCRIPT,tally|integrite-sceau,
reviews/D4-delta/Gemini-3.1-Pro.verdict.json,b1f2600e9b7e894f978f17def646c8de135ed426,L10,SCRIPT,tally|integrite-sceau,
reviews/D4-delta/Grok-4.5.verdict.json,efe29941b84b5156306ddc570ade8c28b78200bc,L10,SCRIPT,tally|integrite-sceau,
reviews/D4-delta/pack.md,368fafb2bc0d8890d9fdb3b493be352640448634,L10,SCRIPT,tally|integrite-sceau,
reviews/D4-delta2/DeepSeek-V4-Pro.verdict.json,a94d8ddc922d944319cf89645a00edca1c1a5067,L10,SCRIPT,tally|integrite-sceau,
reviews/D4-delta2/Gemini-3.1-Pro.verdict.json,3cd1e7f23e264a749524eb78612d9945595464da,L10,SCRIPT,tally|integrite-sceau,
reviews/D4-delta2/Grok-4.5.verdict.json,9d318437b3504add5825337fe1b07ae0ef9c445e,L10,SCRIPT,tally|integrite-sceau,
reviews/D4-delta2/pack.md,c728a8736e43b2ff7153104ee9e7067d6de424e8,L10,SCRIPT,tally|integrite-sceau,
reviews/D4-sentinelle-civ/DeepSeek-V4-Pro.verdict.json,fc764fd330d1ae5b368e002a08ed10403dc3c4e1,L10,SCRIPT,tally|integrite-sceau,
reviews/D4-sentinelle-civ/Gemini-3.1-Pro.verdict.json,869b47d8707b7e264d1e4563a1fee14820fdb745,L10,SCRIPT,tally|integrite-sceau,
reviews/D4-sentinelle-civ/LongCat-2.0.verdict.json,d82c7eb707b4ed70b245e1ed7a63250e1c041d38,L10,SCRIPT,tally|integrite-sceau,
reviews/D4/evidence/GREEN.txt,685ac6cd5897967d8a41d58f15863880b53302bd,L10,SCRIPT,tally|integrite-sceau,
reviews/D4/evidence/RED.txt,ef243e6c58e553f5db1dd89fdeeb826844d777ca,L10,SCRIPT,tally|integrite-sceau,
reviews/D4/verdicts/DeepSeek-V4-Pro.verdict.json,6e74c16ae1dd3ea1eb9f8bea3e2470ff0e830e25,L10,SCRIPT,tally|integrite-sceau,
reviews/D4/verdicts/Gemini-3.1-Pro.verdict.json,8ac1be799be3f86c9fc033d1d1274908c8685c3f,L10,SCRIPT,tally|integrite-sceau,
reviews/D4/verdicts/Grok-4.5.verdict.json,c67efd7bb8a670955ef94d239f2aea034cb9a859,L10,SCRIPT,tally|integrite-sceau,
reviews/D9-gate-civ/DeepSeek-V4-Pro.verdict.json,661738fe57796bf33af53e202dbd92317ef36ff2,L10,SCRIPT,tally|integrite-sceau,
reviews/D9-gate-civ/Gemini-3.1-Pro.verdict.json,e9339e35c3b655693fa332841e7c7d7b3b1b470d,L10,SCRIPT,tally|integrite-sceau,
reviews/D9-gate-civ/LongCat-2.0.verdict.json,4d54a223aa8356e3b4e61cd8f6924cf96682a151,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-002/prompt.md,75657f3139e5905287468013d3e1d834f40531b1,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-002B/DeepSeek-V4-Pro.verdict.json,53c7dec5eb1b5c48d20474b27c5dddef36586b29,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-002B/Gemini-3.1-Pro.verdict.json,45ddc504b6d5520a64b24b926264c2a66713824d,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-002B/Qwen3.7-Max.verdict.json,de638e2f284160886234b79bed94020489bc947e,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/final-sol-acceptance.review.json,051d593093ce1e191e3c60724562e147d8264390,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/final-sol-security.review.json,03e0ef73589bb294b0baa765f25694ade5abd794,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/final-tally.json,97488d4bcd4a166a0940ab361793e3d749abf3d7,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/final-terra-concurrency.review.json,ff90388dfa51ac25dcd71a0c2cfb2d31563c1c9b,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/prompt.md,0a0072d894cf20d7e941427a600eb0289c7ab982,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-1-prompt.md,30a49b7538eee8a183acf8420f4692598434df48,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-1-sol-acceptance.review.json,f1186b833b375833aa62d2fb11a8e18ac86a4ef5,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-1-sol-security.review.json,8d0412f30afb85feb45f66e21d8bf73f22f044a3,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-1-tally.json,8ae2ac220d6dd1e859b04d6018140cfc70992a0f,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-1-terra-concurrency.review.json,78cb2bd7442ac6b364acd21fb6dbc89493eb4a41,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-10-pre-third-rebase-prompt.md,82cb6fd207ba098c712cd4014ba57aaa8325cb29,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-10-sol-acceptance.review.json,b1a54ceaf611bed3635c00e41c304876a150e8bb,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-10-sol-security.review.json,168cf2fa731b69c251e2bc429429e8064be251c5,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-10-tally.json,b92ac677655c78b5badb24f0e8058e0d179d8345,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-10-terra-concurrency.review.json,424b293e533b9ce44b0d5daf587226947e7e4afe,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-2-prompt.md,a1d0d60588ed72a5d82fcf006aa1721b86b459e9,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-2-sol-acceptance.review.json,731140d186eb57a0a04272afdc3b4ee3133d883a,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-2-sol-security.review.json,b367dc5bef1d026ecb053c8ae0b8779acb56eb14,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-2-tally.json,99d0f55dead3a398118ca521e38f76db7dd8b238,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-2-terra-concurrency.review.json,f708e1a0088333719370c6f8c0c60683904fba29,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-3-prompt.md,58af48f89ec04c4b81bfa5c4841a4fd77b8d4c54,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-3-sol-a.review.json,31efb943db140d3a05280f40cc7dfea4d80d94ac,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-3-sol-b.review.json,84d6336ee24e4099c824e98101140303f24f7a95,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-3-tally.json,c183b47ddddc8217ca334dc095d95d304f07b9f2,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-4-prompt.md,ddaddc7715acaf3086db1ae476b6ab70b121a171,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-4-tally.json,2b4720cbecc1eb21c2d895f6f2f720f24b832868,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-5-prompt.md,efdc244f8e619ded58a4ad28e7fa1e5e443e0a34,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-5-sol.review.json,0f3e26f9adb5414fc75cf7af0997b4819b25f527,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-5-tally.json,ee00dd7d7918c58d5a580091bb4c86d7f43c658c,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-5-terra.review.json,17a0686a9d821a8b91170fd8636d91c0ee59bf9e,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-6-prompt.md,c95842e0c20aa5118e60d97ab0a7b40579be1542,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-6-sol-acceptance.review.json,122b094359c218fd8b663025be2178792c3cd776,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-6-sol-security.review.json,dae36414c5a4c7862b81399784eb77cac954313f,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-6-tally.json,951b3be1ca4ac08352d32e352bb8944bd1b11bf7,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-6-terra.review.json,4756c685f2eb97d79db4a4d41a05f3d8c200770d,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-7-prompt.md,b18b9ba51d9fa633c84c0b896490748384454f52,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-7-remediation-terra.review.json,84f7a0f78a464942d8d0712e1358544dbc38ebe7,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-7-sol-acceptance.review.json,21345f3dbceae825139fdcc0b4efae2cae48f73e,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-7-sol-security.review.json,f558ae8584878fbdbda8d3f667c904bd2661ee03,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-7-tally.json,7ac642b00cb47a644d35c33c7869def01bd369e3,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-7-terra-concurrency.review.json,39a205d632ae097052a7402fab0a757cecff6577,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-8-invalidated-rebase-prompt.md,662d447e4b97bc7e9d0d1fd689bc9709d98d928e,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-8-tally.json,a6cf9cf0108b5c872629e5508f230a4c33f7c3ae,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-9-pre-second-rebase-prompt.md,717c4e01035d776ddb9085005b4eeb3730a4df3b,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-9-sol-acceptance.review.json,b9c02c07f2503bac395ed7aeda3c83aa3b24e39c,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-9-sol-security.review.json,679ca3292cb4e353c1e5dfe0d8dd03b27d988b32,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-9-tally.json,2a2a1d4a37e931e79c825ccdb7019fbed5cd6f12,L10,SCRIPT,tally|integrite-sceau,
reviews/DATA-003/round-9-terra-concurrency.review.json,0cc170b1e976d39d62acf31c143c02d3f236e6bb,L10,SCRIPT,tally|integrite-sceau,
